lat,lon,v
32.75,-94.25,33.185996762166425
32.75,-91.75,41.83494730355839
32.25,-94.25,22.310879532713443
32.25,-92.25,10.458736825889597
32.25,-100.25,10.458736825889597
32.25,-98.25,14.973597122666737
31.75,-94.75,7.4867985613333685
31.75,-94.25,45.03814087746044
31.75,-93.75,85.6173838514369
31.75,-93.25,90.50249926629476
31.75,-92.75,267.02893624330557
31.75,-92.25,355.86917978556204
31.75,-91.75,65.95889415203905
31.75,-90.75,16.592999437435843
31.75,-97.25,67.38119057317576
31.25,-96.25,2.3704283653059974
31.25,-95.75,54.89536938862875
31.25,-95.25,197.7324234197537
31.25,-94.75,78.22414045656721
31.25,-94.25,49.778997960189976
31.25,-93.75,193.13582185221216
31.25,-93.25,41.83494730355839
31.25,-92.75,116.15099148452282
31.25,-92.25,71.11285342400272
31.25,-91.75,14.22256983971844
31.25,-91.25,7.11128491985922
31.25,-90.75,7.11128491985922
31.25,-97.25,119.7887769813339
31.25,-96.75,42.38903119512057
30.75,-95.75,119.91811116350193
30.75,-95.25,71.11285342400272
30.75,-94.75,142.22570684800544
30.75,-94.25,108.62332263992478
30.75,-93.75,169.56268191337585
30.75,-93.25,80.5945675894618
30.75,-90.75,229.52500937134027
30.75,-100.75,44.920792776470385
30.75,-99.75,52.407592042038836
30.75,-98.25,14.973597122666737
30.75,-97.25,28.263291743195925
30.75,-96.75,2.091747400389674
30.25,-96.25,186.7130429285268
30.25,-95.75,101.7465751170336
30.25,-95.25,7.11128491985922
30.25,-94.75,7.4867985613333685
30.25,-94.25,14.973597122666737
30.25,-93.25,135.4997737337835
30.25,-92.25,7.4867985613333685
30.25,-90.75,9.48171346122399
30.25,-99.75,7.4867985613333685
30.25,-99.25,202.14357171952724
30.25,-98.75,12.550484754455587
30.25,-98.25,2.091747400389674
30.25,-97.75,19.661769674314808
30.25,-97.25,136.5176673817138
30.25,-96.75,138.239151741378
29.75,-96.25,203.0273578798709
29.75,-94.75,7.4867985613333685
29.75,-94.25,106.11191222017321
29.75,-93.25,9.48171346122399
29.75,-90.75,92.32936360376577
29.75,-100.25,35.55970563056568
29.75,-99.25,73.90622196664724
29.75,-98.75,1097.5772001097598
29.75,-98.25,614.1081902993222
29.75,-97.75,91.47296444171418
29.75,-97.25,178.41382996807806
29.75,-96.75,188.54646211012732
29.25,-91.75,61.51379115755359
29.25,-91.25,58.844327496675156
29.25,-90.75,4.740856730611995
29.25,-99.25,295.059657518131
29.25,-98.75,7.11128491985922
29.25,-98.25,265.36668791373575
29.25,-97.75,156.03189346722016
29.25,-97.25,292.007288564307
29.25,-96.75,53.27596601750702
28.75,-96.25,35.55970563056568
28.75,-100.25,20.917473651779193
28.75,-99.25,109.14309672623251
28.75,-98.75,25.100969508911174
28.75,-97.75,118.94108216495563
28.75,-97.25,9.48171346122399
28.25,-99.25,39.743200079227485
28.25,-97.25,21.75351689864571
28.25,-96.75,7.11128491985922
27.75,96.25,0.13636363636363635
27.75,-110.75,0.07783145609277266
27.75,-100.25,7.11128491985922
27.75,-99.25,2.091747400389674
27.75,-98.75,14.22256983971844
27.75,-97.75,13.10784633217069
27.75,-97.25,25.79603105344965
27.75,-96.75,212.65333108169338
27.25,96.25,0.01515151560306549
27.25,-98.75,4.183494800779348
27.25,-97.75,72.5128178463007
27.25,-97.25,41.41528657296052
26.75,97.75,0.0022942357781258497
26.25,95.25,0.8556149764494463
26.25,95.75,0.0757575739513744
25.75,97.75,0.0022942357781258497
25.75,-102.25,0.0036615367446626934
24.75,-101.75,0.11836992417063032
24.75,-101.25,0.010984610233988081
24.25,-104.75,0.26122449125562397
24.25,-101.75,0.007323073489325387
24.25,-101.25,0.0036615367446626934
24.25,-98.25,0.26122449125562397
24.25,-97.75,0.39915981888771057
23.75,85.25,0.13333333407839137
23.75,-1.25,6.011682052630931
23.75,-104.75,0.5224489825112479
23.75,-103.25,0.054421769721167426
23.75,-102.75,0.010984610233988081
23.75,-101.75,0.007323073489325387
23.75,-100.75,0.11104685068130493
23.75,-98.25,0.007323073489325387
23.25,7.25,7.657738237874582
23.25,-1.25,7.514602865325287
23.25,-0.25,4.508761539473198
23.25,0.25,16.0812502396293
23.25,-102.25,0.816326550074986
23.25,-101.75,0.054421769721167426
23.25,-101.25,0.5541125706263951
23.25,-100.75,0.48961566175733295
23.25,-100.25,0.3235621580055782
23.25,-98.75,2.7428572518484935
23.25,-98.25,0.04027690419128963
22.75,-102.75,0.0036615367446626934
22.75,-102.25,1.6623377118791853
22.75,-100.75,0.6827458313533238
22.75,-100.25,0.36937581428459715
22.75,-99.75,3.474285670689174
22.75,-99.25,0.4738191877092634
22.75,-98.75,0.007323073489325387
22.75,-98.25,0.24863466833318984
22.25,1.25,8.04062511981465
22.25,1.75,24.121875958517194
22.25,-104.75,1.5673469815935408
22.25,-101.75,0.26122449125562397
22.25,-101.25,0.4367606980460031
22.25,-100.75,0.7403123038155692
22.25,-100.25,0.5224489825112479
22.25,-99.75,5.12000002179827
22.25,-98.25,0.450369017464774
22.25,-97.75,0.043938440935952325
21.75,3.75,160.8125
21.75,-1.25,1.5029205131577328
21.75,0.75,24.121875958517194
21.75,1.75,16.0812502396293
21.75,2.25,16.0812502396293
21.75,2.75,16.0812502396293
21.75,3.25,8.04062511981465
21.75,-104.75,1.1755102702549525
21.75,-101.75,0.2761991449764797
21.75,-101.25,0.6926407132829938
21.75,-100.75,1.965433120727539
21.75,-100.25,6.784827641078404
21.75,-99.75,1.10712702359472
21.75,-99.25,2.1767699463026866
21.75,-98.75,0.07403123378753662
21.75,-98.25,0.5126674601009914
21.25,-1.25,142.3265817319043
21.25,1.25,17.05587142088916
21.25,2.25,8.04062511981465
21.25,-104.75,0.26122449125562397
21.25,-101.75,1.702950758593423
21.25,-100.75,4.721038954598563
21.25,-100.25,1.2618489265441895
21.25,-99.75,0.12190476485661098
21.25,-99.25,0.5739778109959194
21.25,-98.75,2.73987620643207
21.25,-98.25,1.8039475572960717
21.25,-97.25,0.054421769721167426
20.75,4.75,0.32066301596933044
20.75,-1.25,4.508761539473198
20.75,-0.25,7.514602865325287
20.75,0.25,35.16834150557406
20.75,0.75,12.602860835846514
20.75,1.25,2.9238635437795892
20.75,1.75,10.611601422831882
20.75,2.25,16.0812502396293
20.75,-102.75,0.11104685068130493
20.75,-102.25,1.4228614398411341
20.75,-101.75,0.11104685068130493
20.75,-100.75,0.1676455225263323
20.75,-100.25,8.318747111729213
20.75,-99.75,0.6855390838214329
20.75,-99.25,0.09525037663323539
20.75,-98.25,0.0036615367446626934
20.75,-97.75,0.007323073489325387
20.25,3.75,0.32066301596933044
20.25,4.75,1.5123431864776649
20.25,6.25,1.5029205131577328
20.25,-1.25,12.023364105261862
20.25,-0.25,162.7179549382563
20.25,0.25,8.04062511981465
20.25,0.75,47.93444747957983
20.25,1.25,5.22892006917391
20.25,1.75,129.5192551004002
20.25,2.75,4.537029709201306
20.25,-101.75,0.7457349640982491
20.25,-100.75,1.3842919256005968
20.25,-100.25,2.333209684916905
20.25,-99.75,0.598639462675367
20.25,-99.25,0.5224489825112479
20.25,-98.75,1.5752628871372767
20.25,-98.25,1.2467532839093889
20.25,-97.75,0.13852814265659877
19.75,4.25,3.0058410263154656
19.75,-1.25,9.057024171575904
19.75,-0.75,19.321651805657893
19.75,-0.25,230.65960614514916
19.75,0.25,4.508761539473198
19.75,0.75,78.5400046677969
19.75,1.25,36.042448942011106
19.75,1.75,106.94333003793145
19.75,2.25,1.2826520638773218
19.75,2.75,16.44780099322088
19.75,3.25,3.206630009924993
19.75,-104.75,0.13852814265659877
19.75,-101.75,0.2691403882844107
19.75,-101.25,0.0036615367446626934
19.75,-100.75,0.06095238242830549
19.75,-100.25,0.2242176958492824
19.75,-99.75,0.5768707522324154
19.75,-97.75,0.1455868993486677
19.25,3.75,1.5123431864776649
19.25,4.25,1.0082288159464952
19.25,5.75,2.0164576318929903
19.25,-1.25,1.9397807681598351
19.25,-0.75,15.626831915345974
19.25,-0.25,70.37822514632717
19.25,0.25,15.589856215985492
19.25,0.75,87.13392672373448
19.25,1.25,156.79782052582595
19.25,1.75,49.476559401940904
19.25,2.25,99.2965212923591
19.25,2.75,66.65769632719457
19.25,3.25,23.462177997571416
19.25,-104.75,1.1755102702549525
19.25,-104.25,0.7836734907967704
19.25,-103.75,0.9142857279096331
19.25,-102.25,0.9142857279096331
19.25,-99.75,0.33306123529161724
19.25,-98.75,0.1455868993486677
18.75,122.25,0.7935714242713792
18.75,23.75,0.08113391976803541
18.75,4.75,15.104586518136784
18.75,5.25,2.5205722270766273
18.75,5.75,7.561716381693259
18.75,6.25,10.210318049881607
18.75,16.25,6.174291202290491
18.75,17.25,2.765608422458172
18.75,17.75,1.9823133156380872
18.75,18.25,0.4374176629564979
18.75,23.25,1.534668667749925
18.75,-1.25,3.3218553462211275
18.75,-0.75,33.11077921174001
18.75,-0.25,282.08498108864296
18.75,0.25,41.69073350052349
18.75,0.75,148.87938152412244
18.75,1.25,160.47049986710772
18.75,1.75,160.00423217355274
18.75,2.25,27.444330190774053
18.75,2.75,105.93267475068569
18.75,3.25,3.1156581914401613
18.75,-73.25,0.035847903694957495
18.75,-102.75,0.5541125706263951
18.75,-100.75,0.12190476485661098
18.75,-98.75,0.4658780779157366
18.75,-96.75,0.0036615367446626934
18.25,121.75,1.154285688485418
18.25,122.25,0.7695238281573568
18.25,3.75,1.9492423625197262
18.25,4.25,4.032915263785981
18.25,4.75,4.032915263785981
18.25,5.25,28.929232677444816
18.25,17.25,7.316162840886549
18.25,17.75,0.9559692456810313
18.25,21.25,2.263636453585191
18.25,-1.25,15.256858955835924
18.25,-0.75,80.89146151285968
18.25,-0.25,79.37228698183026
18.25,0.25,22.685149744153023
18.25,0.75,79.77261599365738
18.25,1.25,487.6504066915368
18.25,1.75,108.77518536450953
18.25,2.25,56.743194805283565
18.25,2.75,6.545766335329972
18.25,3.25,3.0058410263154656
18.25,-103.25,0.13061224562781198
18.25,-100.75,0.24380952971322195
17.75,122.25,0.10821428329550795
17.75,4.75,5.041144454153255
17.75,5.25,1.7385135556105524
17.75,17.75,0.40566960586742923
17.75,18.25,5.072633773088455
17.75,19.25,0.32213764332912187
17.75,20.25,0.21870883147824896
17.75,-1.25,53.75327639700845
17.75,-0.75,16.12768897486967
17.75,-0.25,219.21024929382838
17.75,0.25,9.017523078946397
17.75,0.75,45.72408421567525
17.75,1.25,153.24418849582435
17.75,1.75,51.59666986630327
17.75,2.25,55.10000743204728
17.75,2.75,18.50938231969485
17.75,-93.25,0.3679653690619902
17.75,-88.25,0.08773784322494811
17.75,-102.25,0.06095238242830549
17.75,-101.75,0.6530612536839077
17.75,-99.25,0.41558442796979633
17.25,122.25,0.7695238281573568
17.25,122.75,0.3817082340163844
17.25,4.75,0.5041144079732476
17.25,5.25,0.9746211812598631
17.25,16.75,1.509090931578116
17.25,19.75,1.670643804425543
17.25,20.25,0.7561240114948966
17.25,-1.25,33.3524312810041
17.25,-0.75,26.045854054333176
17.25,-0.25,2.5653041277546436
17.25,0.25,27.275835748179816
17.25,0.75,116.13240972236963
17.25,1.25,58.86124911921797
17.25,1.75,31.429351046215743
17.25,2.25,72.79050499945879
17.25,2.75,61.18899554380914
17.25,3.25,16.99514007102698
17.25,-93.25,1.5454545454545454
17.25,-90.25,0.05863273443537764
17.25,-89.25,0.3353535434739156
17.25,-100.25,0.1828571387699672
16.75,121.75,0.6096105215671871
16.75,122.25,3.0080066713105356
16.75,122.75,2.41205573361367
16.75,79.75,0.042671613225882706
16.75,7.25,0.23636363988572903
16.75,7.75,0.5909090909090909
16.75,17.25,1.4072577276013116
16.75,17.75,0.30181817507201975
16.75,18.25,0.8430872688239271
16.75,18.75,5.599100438031284
16.75,19.25,1.0864890211007812
16.75,19.75,0.25256750969724223
16.75,20.25,3.382208534939722
16.75,22.25,0.08113391976803541
16.75,-93.75,0.3090909136967226
16.75,-93.25,0.07359307496385141
16.75,-88.75,1.7689846397631546
16.75,-88.25,0.17547568644989622
16.25,121.75,0.3847619140786784
16.25,122.25,0.7834674101322889
16.25,25.75,0.13636364042758942
16.25,7.75,1.5185852362350984
16.25,8.25,0.10743801973082803
16.25,17.25,2.123592200604352
16.25,17.75,27.360002817078072
16.25,18.25,2.8095845026387414
16.25,18.75,3.1911697336895903
16.25,19.25,8.98700179913166
