lat,lon,v
30.25,-109.25,8.366989601558696
30.25,-103.25,113.78055871774752
30.25,-100.75,10.458736825889597
29.75,-108.25,7.4867985613333685
29.75,-107.25,217.11716461678347
29.75,-101.25,41.13660666439682
29.25,-107.75,9.48171346122399
29.25,-107.25,14.973597122666737
29.25,-106.75,7.11128491985922
29.25,-106.25,14.973597122666737
29.25,-104.25,12.550484754455587
29.25,-103.75,126.89168925024569
29.25,-103.25,73.21115848546226
29.25,-102.75,27.609097136805456
29.25,-102.25,79.48640086269006
29.25,-101.75,182.94265419027457
29.25,-101.25,144.46171522140503
29.25,-100.75,311.2506982302293
28.75,-108.25,14.973597122666737
28.75,-106.25,6.275242377227793
28.75,-105.75,9.48171346122399
28.75,-104.25,94.25977655570023
28.75,-103.75,118.66239662251125
28.75,-103.25,97.19084488910933
28.75,-102.75,143.20928664132953
28.75,-102.25,47.54954883238921
28.75,-101.75,276.3696625443796
28.75,-101.25,2.091747400389674
28.75,-100.75,7.11128491985922
28.25,-109.75,29.947194245333474
28.25,-108.75,37.43399351090193
28.25,-108.25,52.407592042038836
28.25,-107.25,9.857226926639365
28.25,-105.25,16.03563750760319
28.25,-104.75,21.33385546381275
28.25,-104.25,52.71006664571663
28.25,-103.75,276.04354888154194
28.25,-103.25,28.44513967943688
28.25,-102.75,601.5642366210619
28.25,-102.25,122.71147653708856
28.25,-100.75,6.275242377227793
28.25,-99.75,47.408570827295385
27.75,-108.75,8.366989601558696
27.75,-108.25,44.920792776470385
27.75,-106.75,41.83494730355839
27.75,-106.25,23.704285413647693
27.75,-105.75,54.51985222597917
27.75,-105.25,212.3680905190607
27.75,-104.75,101.92841741939385
27.75,-103.75,14.973597122666737
27.75,-102.25,231.9665079091986
27.75,-100.75,6.275242377227793
27.25,-108.25,4.740856730611995
27.25,-107.75,266.2027276394268
27.25,-107.25,335.64021212995675
27.25,-106.75,99.00390903581865
27.25,-106.25,158.28299500700086
27.25,-105.75,185.5778047007819
27.25,-105.25,96.77446307707578
27.25,-104.75,7.4867985613333685
27.25,-103.75,67.38119057317576
27.25,-103.25,7.4867985613333685
27.25,-101.25,37.98281799877683
27.25,-100.25,2.091747400389674
26.75,-108.25,18.781578281971935
26.75,-107.75,58.84760905612105
26.75,-107.25,315.5277496059425
26.75,-106.75,45.59878102162232
26.75,-106.25,76.85436624032445
26.75,-105.75,52.407592042038836
26.75,-104.75,52.407592042038836
26.75,-103.25,22.460396388235193
26.75,-101.25,7.4867985613333685
26.75,-100.25,0.08080808141014793
26.75,-98.25,0.05194805427031084
26.25,-108.25,18.96342692244798
26.25,-107.25,29.947194245333474
26.25,-106.75,7.11128491985922
26.25,-106.25,17.06534452305641
26.25,-105.75,31.942109849459182
26.25,-103.75,80.5945675894618
26.25,-102.25,14.973597122666737
26.25,-101.75,10.458736825889597
26.25,-101.25,29.947194245333474
26.25,-99.75,0.05194805427031084
26.25,-98.25,3.55555551702326
25.75,-108.25,7.4867985613333685
25.75,-106.25,54.38543346648415
25.75,-104.75,23.009220876110096
25.75,-104.25,40.2972837947309
25.75,-103.75,16.592998381083213
25.75,-103.25,61.63113925854365
25.75,-102.25,18.96342692244798
25.75,-101.75,35.27774416255609
25.75,-101.25,115.79911197256297
25.75,-99.75,0.24242424964904785
25.75,-98.75,0.6233766295693137
25.75,-97.75,0.25064525279131805
25.25,60.75,0.12489233372939958
25.25,-108.25,271.92715606465936
25.25,-107.75,2.3704283653059974
25.25,-106.75,28.86480181850493
25.25,-106.25,169.43153925550482
25.25,-105.75,341.4990628358598
25.25,-105.25,56.893561094378434
25.25,-104.25,9.48171346122399
25.25,-103.75,118.52142425129811
25.25,-103.25,56.89027935887376
25.25,-102.75,236.495319103046
25.25,-102.25,28.44513967943688
25.25,-101.75,14.642231978786489
25.25,-100.25,0.4848484992980957
25.25,-99.75,0.09090909090909091
25.25,-98.25,0.06882707097313621
24.75,-107.75,2.3704283653059974
24.75,-106.75,31.37621118190388
24.75,-106.25,158.12364069155106
24.75,-103.75,18.96342692244798
24.75,-103.25,18.96342692244798
24.75,-98.25,0.09090909090909091
23.75,-8.75,0.010984610233988081
23.75,-6.75,0.13547686168125697
23.75,-6.25,0.007323073489325387
23.75,-5.25,1.0448979650224959
23.25,29.75,2.5205722270766273
23.25,-9.75,0.17554375955036708
23.25,-9.25,0.41558442796979633
23.25,-8.75,0.0036615367446626934
23.25,-7.25,0.13852814265659877
23.25,-6.75,0.18673837184906006
23.25,-6.25,1.9212606975010462
23.25,-5.75,0.5964802162987846
22.75,-10.25,0.5541125706263951
22.75,-9.75,0.0036615367446626934
22.75,-9.25,0.44853825867176056
22.75,-8.75,0.0036615367446626934
22.75,-7.25,0.014646146978650774
22.75,-6.75,0.25264603751046316
22.75,-6.25,0.021969220467976162
22.75,-5.75,0.029117379869733537
22.25,24.75,6.011682052630931
22.25,23.25,0.3359488286077976
22.25,-9.75,0.0036615367446626934
22.25,-9.25,0.592249870300293
22.25,-8.25,0.6879616805485317
22.25,-6.75,0.3954982821430479
22.25,-6.25,0.7909965642860958
22.25,-5.25,0.010984610233988081
21.75,24.75,21.040887483744882
21.75,25.75,3.0058410263154656
21.75,26.25,3.0058410263154656
21.75,21.25,0.1923809570393392
21.75,23.25,0.03536414690980954
21.75,-10.75,0.018307683723313466
21.75,-9.75,0.5760817910943713
21.75,-8.75,0.054421769721167426
21.75,-7.75,0.27705628531319754
21.75,-6.75,0.08292160289628166
21.75,-6.25,0.26122449125562397
21.25,26.75,80.40625
21.25,27.75,104.52812116593122
21.25,28.25,8.04062511981465
21.25,22.25,0.07214285553033863
21.25,22.75,0.09190173021384648
21.25,23.25,1.6542311438492365
21.25,-10.75,0.010984610233988081
21.25,-8.75,0.007323073489325387
21.25,-8.25,0.13852814265659877
21.25,-7.75,0.12190476485661098
21.25,-6.75,1.7676189967564173
21.25,-6.25,0.09153842074530465
21.25,-5.75,0.06956919601985387
21.25,-4.75,0.10984609808240618
21.25,-4.25,0.007323073489325387
20.75,23.75,0.868476053699851
20.75,27.75,8.04062511981465
20.75,21.75,0.1923809570393392
20.75,22.25,0.10821428329550795
20.75,22.75,0.10821428329550795
20.75,23.25,0.3847619140786784
20.75,-11.25,1.6623377118791853
20.75,-10.25,0.0036615367446626934
20.75,-9.25,0.8311688559395927
20.75,-8.75,0.38095239230564665
20.75,-8.25,0.6704761641366142
20.75,-7.75,4.409276178904942
20.75,-7.25,0.4588193212236677
20.75,-6.75,0.08735213960920062
20.75,-6.25,0.7652611987931388
20.75,-5.75,0.08787688187190465
20.25,23.75,2.2095069134208773
20.25,24.25,0.07634164545951146
20.25,24.75,6.011682052630931
20.25,29.25,32.1625004792586
20.25,21.25,0.601033166050911
20.25,21.75,1.1026089515403978
20.25,22.75,1.5986168718497669
20.25,23.25,4.198790520429611
20.25,-12.75,0.5224489825112479
20.25,-10.75,0.2961249351501465
20.25,-9.75,0.26122449125562397
20.25,-9.25,0.08735213960920062
20.25,-8.25,0.5398992129734584
20.25,-7.75,8.186822588954653
20.25,-6.75,0.10884353944233485
20.25,-6.25,0.45403055420943667
20.25,-5.75,0.1757537637438093
20.25,-5.25,0.03661536744662693
20.25,-4.25,0.17470427921840123
19.75,23.75,5.290106561367533
19.75,24.25,0.14356787156845843
19.75,24.75,8.04062511981465
19.75,25.75,7.514602865325287
19.75,26.25,16.532125944271684
19.75,26.75,40.203125
19.75,27.25,44.10160972503945
19.75,27.75,32.1625004792586
19.75,28.25,24.121875958517194
19.75,28.75,8.04062511981465
19.75,29.75,4.032915263785981
19.75,21.75,0.10609243737001503
19.75,22.75,1.1691281420311757
19.75,23.25,4.2808140294094175
19.75,-10.75,0.13852814265659877
19.75,-10.25,0.0036615367446626934
19.75,-9.75,1.926908205662455
19.75,-9.25,3.8726185389927457
19.75,-8.75,1.7549368143081665
19.75,-8.25,5.529530797685895
19.75,-7.75,0.51896242584501
19.75,-7.25,0.5541125706263951
19.75,-6.75,0.313232421875
19.75,-6.25,0.15624300284045084
19.75,-4.75,0.10884353944233485
19.25,23.75,0.35364146237926825
19.25,24.75,25.098773318575695
19.25,25.75,11.052826506784186
19.25,26.25,56.284374041482806
19.25,26.75,34.708279012702405
19.25,27.25,73.7377380495891
19.25,27.75,13.20097496570088
19.25,28.25,8.891484882420627
19.25,30.75,15.07116122636944
19.25,31.75,6.011682052630931
19.25,23.25,0.22975432553461622
19.25,-11.75,0.029117379869733537
19.25,-10.25,1.4413656847817558
19.25,-9.75,0.9434031077793666
19.25,-9.25,2.2283240727015903
19.25,-8.75,2.899027177265712
19.25,-8.25,2.7344572118350436
19.25,-7.75,2.299567154475621
19.25,-6.75,2.830209391457694
19.25,-6.25,6.611850591642516
19.25,-5.75,1.351046425955636
19.25,-4.25,0.16326531342097692
18.75,23.75,2.762288170600576
18.75,24.25,1.2866242229938507
18.75,24.75,6.011682052630931
18.75,25.75,8.04062511981465
18.75,26.25,8.04062511981465
18.75,26.75,20.902301099005854
18.75,27.25,26.325434873608174
18.75,27.75,51.64718939489103
18.75,28.25,0.9746211812598631
18.75,28.75,0.5041144079732476
18.75,31.75,1.5029205131577328
18.75,21.25,0.4328571331820318
18.75,22.25,1.6341133494196192
18.75,22.75,3.0850554330141415
18.75,23.25,3.560800055973232
18.75,-11.75,0.37852593830653597
18.75,-11.25,0.13852814265659877
18.75,-10.75,0.029117379869733537
18.75,-10.25,0.11104685068130493
18.75,-9.75,0.4022206493786403
18.75,-8.75,0.8588744912828717
18.75,-8.25,1.6901390552520752
18.75,-7.75,1.292824272598539
18.75,-7.25,1.2530026606151037
18.75,-6.75,0.058234759739467075
18.75,-6.25,0.029117379869733537
18.75,-5.75,0.007323073489325387
18.75,-4.75,0.054421769721167426
18.75,-4.25,0.32653062684195383
18.75,-3.75,0.054421769721167426
18.75,-0.25,0.033333333519597844
18.25,23.75,1.5685286671588463
18.25,24.25,0.5298338488542608
18.25,25.25,24.58753439458087
18.25,25.75,29.36488623043988
18.25,26.25,72.36562308296561
18.25,26.75,51.90681283781305
18.25,27.25,46.56162347232748
18.25,27.75,65.33322797724395
18.25,28.25,3.206630009924993
18.25,28.75,22.447918535908684
18.25,29.25,5.451271196594462
18.25,30.25,7.7134015778428875
18.25,21.25,0.9017857142857142
18.25,22.25,1.6082802787423134
18.25,22.75,4.503977548331022
18.25,23.25,0.5756160310868706
18.25,-9.75,0.41558442796979633
18.25,-9.25,0.0036615367446626934
18.25,-8.75,0.0036615367446626934
18.25,-8.25,0.7945578268596104
18.25,-7.75,0.31266519853046965
18.25,-7.25,0.13852814265659877
18.25,-6.75,7.322201592581613
18.25,-5.75,2.632034574236189
18.25,-4.25,0.25910930974142893
17.75,79.25,0.029851146042346954
17.75,79.75,0.04324324429035187
17.75,23.75,2.381836693201746
17.75,24.25,4.043676129409245
17.75,24.75,0.2012672125492827
17.75,25.25,24.017785634088796
17.75,25.75,38.75086781173013
17.75,26.25,39.58947135944618
17.75,26.75,42.679366855241824
17.75,27.25,148.33207715512253
17.75,27.75,32.686142166436184
17.75,28.25,51.419669238850474
17.75,28.75,77.98448741645552
17.75,29.25,4.3073384368326515
17.75,31.75,1.5123431864776649
17.75,21.75,0.3847619140786784
17.75,22.75,0.1923809570393392
17.75,23.25,2.894243060079004
17.75,-12.25,0.13852814265659877
17.75,-11.75,0.41558442796979633
