lat,lon,v
32.75,-95.25,31.37621118190388
32.75,-98.25,4.183494800779348
32.25,-92.25,16.733979203117393
32.25,-99.25,7.4867985613333685
32.25,-98.25,7.4867985613333685
31.75,-95.25,30.81556822080165
31.75,-94.75,21.33385546381275
31.75,-93.75,59.959051356340446
31.75,-93.25,2.3704283653059974
31.75,-92.75,365.89185213297606
31.75,-92.25,343.72196539429325
31.75,-91.75,203.16833518072963
31.75,-90.75,4.183494800779348
31.75,-98.25,7.4867985613333685
31.25,-96.25,28.44513967943688
31.25,-95.75,21.33385546381275
31.25,-95.25,33.884340218268335
31.25,-94.75,13.10784633217069
31.25,-94.25,21.33385546381275
31.25,-93.75,54.51985222597917
31.25,-93.25,66.37199352433285
31.25,-92.75,349.15132917743176
31.25,-92.25,27.201253118847188
31.25,-91.75,29.947194245333474
31.25,-90.75,4.740856730611995
31.25,-98.25,4.183494800779348
31.25,-96.75,26.074712546542287
30.75,-96.25,63.58518457940469
30.75,-95.75,58.424667470312365
30.75,-94.75,68.1850611922176
30.75,-94.25,102.72687845661615
30.75,-93.75,270.789481183514
30.75,-93.25,35.55642671200136
30.75,-91.75,65.12810731586069
30.75,-90.75,23.704285413647693
30.75,-100.75,7.4867985613333685
30.75,-99.75,14.973597122666737
30.75,-99.25,74.86798702180386
30.75,-98.25,14.973597122666737
30.75,-97.25,95.51876262078683
30.75,-96.75,7.4867985613333685
30.25,-96.25,212.92217845997462
30.25,-95.75,113.47283052032192
30.25,-94.25,7.4867985613333685
30.25,-93.25,87.41847177625944
30.25,-99.25,7.4867985613333685
30.25,-98.75,2.091747400389674
30.25,-98.25,2.3704283653059974
30.25,-97.75,10.737417966864692
30.25,-97.25,62.00665078731254
30.25,-96.75,50.949684565265976
29.75,-96.25,87.01078797178343
29.75,-94.75,22.460396388235193
29.75,-94.25,37.43399351090193
29.75,-92.25,14.973597122666737
29.75,-91.75,31.37621118190388
29.75,-90.75,21.709368401051808
29.75,-99.75,14.642231978786489
29.75,-99.25,61.46110592223704
29.75,-98.75,627.0684764931599
29.75,-98.25,504.94258129006874
29.75,-97.75,119.36402304652923
29.75,-97.25,125.2755683188637
29.75,-96.75,190.39711991030103
