lat,lon,v
30.25,-107.25,27.192716733242076
30.25,-105.75,47.408570827295385
29.75,-108.25,7.4867985613333685
29.75,-107.25,37.43399351090193
29.75,-103.25,61.63113925854365
29.75,-101.25,14.22256983971844
29.25,-107.25,7.4867985613333685
29.25,-105.25,4.183494800779348
29.25,-104.25,6.275242377227793
29.25,-103.75,11.852142706823846
29.25,-103.25,109.03970691678114
29.25,-102.75,52.847768021010175
29.25,-102.25,37.92685507730736
29.25,-101.75,283.4809495769441
29.25,-101.25,124.6622415309151
29.25,-100.75,42.6677109276255
29.25,-99.75,2.3704283653059974
28.75,-107.25,4.183494800779348
28.75,-106.25,29.947194245333474
28.75,-105.75,30.815569629271824
28.75,-104.25,81.57486846422155
28.75,-103.75,63.4442069264284
28.75,-103.25,163.4284168370068
28.75,-102.75,44.75945832801517
28.75,-101.75,97.18756315360467
28.75,-100.75,4.740856730611995
28.25,-108.25,52.407592042038836
28.25,-107.25,22.460396388235193
28.25,-106.25,9.48171346122399
28.25,-105.25,42.6677109276255
28.25,-104.75,26.074712546542287
28.25,-104.25,16.733979203117393
28.25,-103.75,130.3735655496518
28.25,-103.25,200.80446870190403
28.25,-102.75,330.8960782413681
28.25,-102.25,170.670843710502
28.25,-99.75,11.852142706823846
27.75,-109.75,14.973597122666737
27.75,-108.25,59.89438849066695
27.75,-107.25,2.3704283653059974
27.75,-106.75,19.94045028711359
27.75,-106.25,46.94803770072758
27.75,-105.75,37.65145285489658
27.75,-105.25,145.02235395709673
27.75,-104.75,37.92685384489596
27.75,-103.75,22.460396388235193
27.75,-102.25,198.38317607715726
27.75,-101.25,22.460396388235193
27.75,-100.75,4.740856730611995
27.25,-108.75,11.016099107839787
27.25,-108.25,60.01173729589209
27.25,-107.75,1014.6220928480228
27.25,-107.25,351.78121200948954
27.25,-106.75,87.70913072365026
27.25,-106.25,221.22761721070856
27.25,-105.75,389.6422596630485
27.25,-105.25,84.08299644423339
27.25,-104.75,89.84158555294077
27.25,-103.75,112.30198053270578
27.25,-103.25,11.852142706823846
27.25,-100.75,2.091747400389674
27.25,-100.25,2.091747400389674
27.25,-99.75,34.31253909505904
26.75,-108.25,152.17106826758632
26.75,-107.75,28.44513967943688
26.75,-107.25,65.53923271720609
26.75,-106.75,146.13051645845795
26.75,-106.25,122.41753585419308
26.75,-105.75,48.15959388483316
26.75,-103.75,29.947194245333474
26.25,-108.25,69.86896721553057
26.25,-106.75,70.55548832511218
26.25,-105.75,2.3704283653059974
26.25,-105.25,9.48171346122399
26.25,-102.25,37.43399351090193
26.25,-99.75,0.4090909090909091
26.25,-98.75,0.09090909090909091
26.25,-97.75,0.15584415739232843
25.75,-106.25,40.68461221219817
25.75,-105.75,56.11020378706356
25.75,-105.25,18.96342692244798
25.75,-103.25,13.665208262003338
25.75,-102.75,33.467958406234786
25.75,-102.25,83.48477021713431
25.75,-101.75,30.815569629271824
